force,filtered_force,target_force,motor_speed,position,contact_point,spring,motor_state,screen_state
-0.0029,-0.0037,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0021,-0.0030,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0033,-0.0027,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0035,-0.0027,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0042,-0.0031,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0040,-0.0036,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0044,-0.0040,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0041,-0.0042,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0043,-0.0041,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0045,-0.0041,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0043,-0.0042,6.9000,0.0000,-0.0009,0.0000,-0.0009,0,4
-0.0040,-0.0040,1.0000,0.0000,-0.0009,0.0000,-0.0009,0,5
-0.0035,-0.0039,1.0000,0.0000,-0.0009,0.0000,-0.0009,0,5
-0.0057,-0.0040,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0045,-0.0041,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0056,-0.0045,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0054,-0.0050,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0012,-0.0040,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0017,-0.0025,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0024,-0.0010,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0030,0.0011,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0025,0.0022,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0025,0.0023,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0012,0.0023,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0010,0.0016,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0018,0.0008,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0012,-0.0000,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0000,-0.0008,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0035,-0.0003,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0036,0.0006,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0027,0.0015,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0016,0.0025,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0003,0.0024,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0007,0.0016,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0004,0.0011,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0014,0.0008,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0015,0.0009,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0011,0.0008,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0009,0.0004,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
-0.0013,-0.0002,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0009,-0.0005,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0027,0.0001,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0018,0.0008,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0029,0.0015,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0018,0.0022,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0012,0.0021,1.0000,0.0000,-0.0009,0.0000,-0.0009,2,5
0.0006,0.0017,1.0000,6000.0000,0.1134,0.0000,0.1134,3,5
0.0015,0.0014,1.0000,6000.0000,0.3984,0.0000,0.3984,3,5
0.0044,0.0015,1.0000,6000.0000,0.6834,0.0000,0.6834,3,5
0.0071,0.0024,1.0000,6000.0000,0.9694,0.0000,0.9694,3,5
0.0089,0.0043,1.0000,6000.0000,1.2553,0.0000,1.2553,3,5
0.0105,0.0065,1.0000,6000.0000,1.5403,0.0000,1.5403,3,5
0.0086,0.0080,1.0000,6000.0000,1.8262,0.0000,1.8262,3,5
0.0069,0.0086,1.0000,6000.0000,2.1112,0.0000,2.1112,3,5
0.0090,0.0086,1.0000,6000.0000,2.3972,0.0000,2.3972,3,5
0.0095,0.0086,1.0000,6000.0000,2.6822,0.0000,2.6822,3,5
0.0100,0.0086,1.0000,6000.0000,2.9672,0.0000,2.9672,3,5
0.0105,0.0094,1.0000,6000.0000,3.2531,0.0000,3.2531,3,5
0.0102,0.0099,1.0000,6000.0000,3.5391,0.0000,3.5391,3,5
0.0091,0.0101,1.0000,6000.0000,3.8250,0.0000,3.8250,3,5
0.0114,0.0102,1.0000,6000.0000,4.1100,0.0000,4.1100,3,5
0.0114,0.0104,1.0000,6000.0000,4.3950,0.0000,4.3950,3,5
0.0108,0.0104,1.0000,6000.0000,4.6809,0.0000,4.6809,3,5
0.0095,0.0106,1.0000,6000.0000,4.9659,0.0000,4.9659,3,5
